NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables.
Daily Tide Predictions
StationName: Rocky Point, Eld Inlet 
State:  
Stationid: TWC1115
ReferencedToStationName: Seattle
ReferencedToStationId: 9447130
HeightOffsetLow: * 1.1
HeightOffsetHigh: * 1.31
TimeOffsetLow: 56
TimeOffsetHigh: 39
Prediction Type: Subordinate
From: 20240801 02:36 - 20240831 18:15
Units: Feet
Time Zone: LST_LDT
Datum: MLLW
Interval Type: High/Low

Date 		Day	Time	Pred	High/Low
2024/08/01	Thu	02:36	13.59	H
2024/08/01	Thu	10:17	-1.82	L
2024/08/01	Thu	18:13	14.93	H
2024/08/01	Thu	23:35	8.39	L
2024/08/02	Fri	03:34	13.30	H
2024/08/02	Fri	11:05	-1.98	L
2024/08/02	Fri	18:51	15.20	H
2024/08/03	Sat	00:23	7.89	L
2024/08/03	Sat	04:27	13.14	H
2024/08/03	Sat	11:49	-1.96	L
2024/08/03	Sat	19:24	15.18	H
2024/08/04	Sun	01:02	7.37	L
2024/08/04	Sun	05:16	13.00	H
2024/08/04	Sun	12:29	-1.73	L
2024/08/04	Sun	19:50	15.03	H
2024/08/05	Mon	01:37	6.82	L
2024/08/05	Mon	06:02	12.81	H
2024/08/05	Mon	13:06	-1.29	L
2024/08/05	Mon	20:12	14.88	H
2024/08/06	Tue	02:10	6.21	L
2024/08/06	Tue	06:47	12.52	H
2024/08/06	Tue	13:42	-0.62	L
2024/08/06	Tue	20:32	14.81	H
2024/08/07	Wed	02:43	5.50	L
2024/08/07	Wed	07:32	12.13	H
2024/08/07	Wed	14:16	0.33	L
2024/08/07	Wed	20:54	14.77	H
2024/08/08	Thu	03:17	4.71	L
2024/08/08	Thu	08:20	11.69	H
2024/08/08	Thu	14:50	1.55	L
2024/08/08	Thu	21:17	14.69	H
2024/08/09	Fri	03:53	3.89	L
2024/08/09	Fri	09:13	11.24	H
2024/08/09	Fri	15:24	3.00	L
2024/08/09	Fri	21:43	14.48	H
2024/08/10	Sat	04:32	3.10	L
2024/08/10	Sat	10:11	10.87	H
2024/08/10	Sat	16:00	4.59	L
2024/08/10	Sat	22:11	14.11	H
2024/08/11	Sun	05:15	2.39	L
2024/08/11	Sun	11:20	10.65	H
2024/08/11	Sun	16:39	6.21	L
2024/08/11	Sun	22:40	13.61	H
2024/08/12	Mon	06:02	1.76	L
2024/08/12	Mon	12:46	10.75	H
