NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables.
Daily Tide Predictions
StationName: Rocky Point, Eld Inlet 
State:  
Stationid: TWC1115
ReferencedToStationName: Seattle
ReferencedToStationId: 9447130
HeightOffsetLow: * 1.1
HeightOffsetHigh: * 1.31
TimeOffsetLow: 56
TimeOffsetHigh: 39
Prediction Type: Subordinate
From: 20240501 00:59 - 20240531 18:56
Units: Feet
Time Zone: LST_LDT
Datum: MLLW
Interval Type: High/Low

Date 		Day	Time	Pred	High/Low
2024/05/01	Wed	00:59	14.24	H
2024/05/01	Wed	07:19	8.23	L
2024/05/01	Wed	10:48	10.79	H
2024/05/01	Wed	18:25	-0.21	L
2024/05/02	Thu	01:54	14.42	H
2024/05/02	Thu	08:31	7.00	L
2024/05/02	Thu	12:30	10.44	H
2024/05/02	Thu	19:32	0.54	L
2024/05/03	Fri	02:37	14.73	H
2024/05/03	Fri	09:21	5.33	L
2024/05/03	Fri	14:04	10.72	H
2024/05/03	Fri	20:36	1.40	L
2024/05/04	Sat	03:14	15.10	H
2024/05/04	Sat	10:03	3.37	L
2024/05/04	Sat	15:26	11.54	H
2024/05/04	Sat	21:36	2.41	L
2024/05/05	Sun	03:46	15.45	H
2024/05/05	Sun	10:42	1.33	L
2024/05/05	Sun	16:38	12.64	H
2024/05/05	Sun	22:32	3.58	L
2024/05/06	Mon	04:18	15.69	H
2024/05/06	Mon	11:21	-0.56	L
2024/05/06	Mon	17:42	13.76	H
2024/05/06	Mon	23:26	4.82	L
2024/05/07	Tue	04:50	15.75	H
2024/05/07	Tue	12:00	-2.08	L
2024/05/07	Tue	18:41	14.73	H
2024/05/08	Wed	00:18	6.00	L
2024/05/08	Wed	05:23	15.56	H
2024/05/08	Wed	12:39	-3.08	L
2024/05/08	Wed	19:37	15.40	H
2024/05/09	Thu	01:11	7.00	L
2024/05/09	Thu	05:59	15.09	H
2024/05/09	Thu	13:20	-3.48	L
2024/05/09	Thu	20:31	15.73	H
2024/05/10	Fri	02:06	7.73	L
2024/05/10	Fri	06:37	14.37	H
2024/05/10	Fri	14:03	-3.32	L
2024/05/10	Fri	21:24	15.71	H
2024/05/11	Sat	03:05	8.15	L
2024/05/11	Sat	07:20	13.44	H
2024/05/11	Sat	14:47	-2.71	L
2024/05/11	Sat	22:18	15.44	H
2024/05/12	Sun	04:10	8.27	L
2024/05/12	Sun	08:07	12.38	H
2024/05/12	Sun	15:34	-1.77	L
2024/05/12	Sun	23:14	15.03	H
2024/05/13	Mon	05:28	8.06	L
2024/05/13	Mon	09:03	11.26	H
2024/05/13	Mon	16:24	-0.65	L
2024/05/14	Tue	00:10	14.63	H
2024/05/14	Tue	06:55	7.47	L
2024/05/14	Tue	10:12	10.21	H
2024/05/14	Tue	17:18	0.55	L
2024/05/15	Wed	01:03	14.32	H
2024/05/15	Wed	08:09	6.54	L
2024/05/15	Wed	11:35	9.41	H
2024/05/15	Wed	18:16	1.74	L
2024/05/16	Thu	01:49	14.14	H
2024/05/16	Thu	09:02	5.42	L
2024/05/16	Thu	13:06	9.12	H
2024/05/16	Thu	19:19	2.86	L
2024/05/17	Fri	02:25	14.05	H
2024/05/17	Fri	09:42	4.22	L
2024/05/17	Fri	14:35	9.44	H
2024/05/17	Fri	20:21	3.92	L
2024/05/18	Sat	02:55	14.00	H
2024/05/18	Sat	10:12	2.99	L
2024/05/18	Sat	15:51	10.24	H
2024/05/18	Sat	21:19	4.92	L
2024/05/19	Sun	03:20	13.97	H
2024/05/19	Sun	10:38	1.77	L
2024/05/19	Sun	16:54	11.28	H
2024/05/19	Sun	22:11	5.87	L
2024/05/20	Mon	03:44	13.92	H
2024/05/20	Mon	11:02	0.60	L
2024/05/20	Mon	17:45	12.35	H
2024/05/20	Mon	22:59	6.75	L
2024/05/21	Tue	04:08	13.85	H
2024/05/21	Tue	11:28	-0.48	L
2024/05/21	Tue	18:29	13.34	H
2024/05/21	Tue	23:45	7.52	L
2024/05/22	Wed	04:32	13.73	H
2024/05/22	Wed	11:56	-1.42	L
2024/05/22	Wed	19:09	14.16	H
2024/05/23	Thu	00:28	8.14	L
2024/05/23	Thu	04:58	13.60	H
2024/05/23	Thu	12:28	-2.18	L
2024/05/23	Thu	19:48	14.77	H
2024/05/24	Fri	01:12	8.58	L
2024/05/24	Fri	05:27	13.44	H
2024/05/24	Fri	13:04	-2.70	L
2024/05/24	Fri	20:27	15.15	H
2024/05/25	Sat	01:56	8.85	L
2024/05/25	Sat	05:59	13.25	H
2024/05/25	Sat	13:44	-2.98	L
2024/05/25	Sat	21:09	15.33	H
2024/05/26	Sun	02:43	8.96	L
2024/05/26	Sun	06:36	12.98	H
2024/05/26	Sun	14:28	-2.97	L
2024/05/26	Sun	21:55	15.35	H
2024/05/27	Mon	03:35	8.87	L
2024/05/27	Mon	07:21	12.57	H
2024/05/27	Mon	15:15	-2.66	L
2024/05/27	Mon	22:42	15.30	H
2024/05/28	Tue	04:34	8.53	L
2024/05/28	Tue	08:17	11.93	H
2024/05/28	Tue	16:05	-2.01	L
2024/05/28	Tue	23:30	15.27	H
