NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables.
Daily Tide Predictions
StationName: Rocky Point, Eld Inlet 
State:  
Stationid: TWC1115
ReferencedToStationName: Seattle
ReferencedToStationId: 9447130
HeightOffsetLow: * 1.1
HeightOffsetHigh: * 1.31
TimeOffsetLow: 56
TimeOffsetHigh: 39
Prediction Type: Subordinate
From: 20240601 01:38 - 20240630 19:32
Units: Feet
Time Zone: LST_LDT
Datum: MLLW
Interval Type: High/Low

Date 		Day	Time	Pred	High/Low
2024/06/01	Sat	01:38	15.54	H
2024/06/01	Sat	08:47	3.04	L
2024/06/01	Sat	14:13	10.28	H
2024/06/01	Sat	20:00	3.64	L
2024/06/02	Sun	02:15	15.67	H
2024/06/02	Sun	09:32	1.03	L
2024/06/02	Sun	15:44	11.37	H
2024/06/02	Sun	21:07	5.21	L
2024/06/03	Mon	02:51	15.72	H
2024/06/03	Mon	10:15	-0.81	L
2024/06/03	Mon	17:01	12.80	H
2024/06/03	Mon	22:12	6.53	L
2024/06/04	Tue	03:28	15.63	H
2024/06/04	Tue	10:56	-2.28	L
2024/06/04	Tue	18:05	14.14	H
2024/06/04	Tue	23:14	7.52	L
2024/06/05	Wed	04:05	15.36	H
2024/06/05	Wed	11:36	-3.25	L
2024/06/05	Wed	19:00	15.15	H
2024/06/06	Thu	00:14	8.16	L
2024/06/06	Thu	04:44	14.91	H
2024/06/06	Thu	12:17	-3.69	L
2024/06/06	Thu	19:49	15.73	H
2024/06/07	Fri	01:11	8.47	L
2024/06/07	Fri	05:26	14.31	H
2024/06/07	Fri	12:59	-3.66	L
2024/06/07	Fri	20:34	15.92	H
2024/06/08	Sat	02:07	8.51	L
2024/06/08	Sat	06:10	13.59	H
2024/06/08	Sat	13:41	-3.24	L
2024/06/08	Sat	21:18	15.83	H
2024/06/09	Sun	03:02	8.33	L
2024/06/09	Sun	06:57	12.78	H
2024/06/09	Sun	14:24	-2.55	L
2024/06/09	Sun	21:59	15.57	H
2024/06/10	Mon	03:59	7.98	L
2024/06/10	Mon	07:49	11.90	H
2024/06/10	Mon	15:08	-1.63	L
2024/06/10	Mon	22:40	15.27	H
2024/06/11	Tue	04:59	7.46	L
2024/06/11	Tue	08:45	10.97	H
2024/06/11	Tue	15:53	-0.53	L
2024/06/11	Tue	23:18	14.98	H
2024/06/12	Wed	06:01	6.74	L
2024/06/12	Wed	09:49	10.04	H
2024/06/12	Wed	16:38	0.76	L
2024/06/12	Wed	23:55	14.73	H
2024/06/13	Thu	07:01	5.80	L
2024/06/13	Thu	11:03	9.27	H
2024/06/13	Thu	17:24	2.23	L
2024/06/14	Fri	00:30	14.53	H
2024/06/14	Fri	07:53	4.67	L
2024/06/14	Fri	12:29	8.89	H
2024/06/14	Fri	18:15	3.80	L
2024/06/15	Sat	01:03	14.35	H
2024/06/15	Sat	08:36	3.42	L
2024/06/15	Sat	14:05	9.20	H
2024/06/15	Sat	19:13	5.37	L
2024/06/16	Sun	01:35	14.17	H
2024/06/16	Sun	09:12	2.15	L
2024/06/16	Sun	15:40	10.19	H
2024/06/16	Sun	20:19	6.76	L
2024/06/17	Mon	02:07	13.97	H
2024/06/17	Mon	09:44	0.90	L
2024/06/17	Mon	16:54	11.52	H
2024/06/17	Mon	21:29	7.85	L
2024/06/18	Tue	02:38	13.79	H
2024/06/18	Tue	10:16	-0.26	L
2024/06/18	Tue	17:49	12.81	H
2024/06/18	Tue	22:33	8.59	L
2024/06/19	Wed	03:09	13.64	H
2024/06/19	Wed	10:49	-1.30	L
2024/06/19	Wed	18:32	13.87	H
2024/06/19	Wed	23:29	9.03	L
2024/06/20	Thu	03:42	13.55	H
2024/06/20	Thu	11:25	-2.18	L
2024/06/20	Thu	19:09	14.64	H
2024/06/21	Fri	00:17	9.25	L
2024/06/21	Fri	04:17	13.52	H
2024/06/21	Fri	12:03	-2.88	L
2024/06/21	Fri	19:45	15.16	H
2024/06/22	Sat	01:01	9.28	L
2024/06/22	Sat	04:57	13.51	H
2024/06/22	Sat	12:45	-3.36	L
2024/06/22	Sat	20:21	15.48	H
2024/06/23	Sun	01:44	9.11	L
2024/06/23	Sun	05:41	13.45	H
2024/06/23	Sun	13:28	-3.57	L
2024/06/23	Sun	20:58	15.69	H
2024/06/24	Mon	02:30	8.74	L
2024/06/24	Mon	06:31	13.23	H
2024/06/24	Mon	14:13	-3.43	L
2024/06/24	Mon	21:35	15.82	H
2024/06/25	Tue	03:20	8.14	L
2024/06/25	Tue	07:26	12.76	H
2024/06/25	Tue	14:59	-2.85	L
2024/06/25	Tue	22:13	15.93	H
2024/06/26	Wed	04:14	7.25	L
2024/06/26	Wed	08:30	12.01	H
2024/06/26	Wed	15:46	-1.76	L
2024/06/26	Wed	22:50	16.01	H
2024/06/27	Thu	05:13	6.05	L
2024/06/27	Thu	09:42	11.09	H
2024/06/27	Thu	16:34	-0.16	L
2024/06/27	Thu	23:27	16.05	H
2024/06/28	Fri	06:13	4.56	L
2024/06/28	Fri	11:06	10.29	H
2024/06/28	Fri	17:25	1.84	L
2024/06/29	Sat	00:05	16.02	H
2024/06/29	Sat	07:13	2.86	L
2024/06/29	Sat	12:43	10.03	H
2024/06/29	Sat	18:23	4.01	L
2024/06/30	Sun	00:44	15.90	H
2024/06/30	Sun	08:09	1.12	L
2024/06/30	Sun	14:31	10.65	H
2024/06/30	Sun	19:32	6.04	L
